,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,lat,lng,mark,notes
1884,193300,CHILDREN'S HOSPITAL,200 HENRY CLAY AVE,NEW ORLEANS,LA,70118,ORLEANS,5048999511,Childrens,Voluntary non-profit - Private,Yes,Y,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,29.918489,-90.127626,,
1885,193301,SHRINERS HOSPITALS FOR CHILDREN,3100 SAMFORD AVENUE,SHREVEPORT,LA,71103,CADDO,3182225704,Childrens,Voluntary non-profit - Private,No,Y,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,32.48129,-93.757328,,
1886,200001,ST JOSEPH HOSPITAL,360 BROADWAY,BANGOR,ME,4401,PENOBSCOT,2072621000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,44.814321,-68.771192,,
1887,200008,MERCY HOSPITAL,144 STATE STREET,PORTLAND,ME,4101,CUMBERLAND,2078793000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,43.652025,-70.265168,,
1888,200009,MAINE MEDICAL CENTER,22 BRAMHALL ST,PORTLAND,ME,4102,CUMBERLAND,2076620111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,43.652294,-70.27498,,
1889,200018,AROOSTOOK MEDICAL CENTER,PO BOX 151,PRESQUE ISLE,ME,4769,AROOSTOOK,2077684000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,39.390897,-99.066067,,
1890,200019,SOUTHERN MAINE HEALTH CARE,1 MEDICAL CENTER DRIVE,BIDDEFORD,ME,4005,YORK,2072837000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,43.478653,-70.492246,,
1891,200020,YORK HOSPITAL,15 HOSPITAL DRIVE,YORK,ME,3909,YORK,2073634321,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,43.142552,-70.650864,,
1892,200021,MID COAST HOSPITAL,123 MEDICAL CENTER DRIVE,BRUNSWICK,ME,4011,CUMBERLAND,2077290181,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,43.90884,-69.891766,,
1893,200024,CENTRAL MAINE MEDICAL CENTER,300 MAIN STREET,LEWISTON,ME,4240,ANDROSCOGGIN,2077950111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,44.100897,-70.214614,,
1894,200031,CARY MEDICAL CENTER,"163 VAN BUREN RD, SUITE 1",CARIBOU,ME,4736,AROOSTOOK,2074983111,Acute Care Hospitals,Government - Local,Yes,Y,3,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,46.866929,-68.010481,,
1895,200033,EASTERN MAINE MEDICAL CENTER,PO BOX 404,BANGOR,ME,4401,PENOBSCOT,2079737000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,39.390897,-99.066067,,
1896,200034,ST MARYS REGIONAL MEDICAL CENTER,93 CAMPUS AVENUE - PO BOX 7291,LEWISTON,ME,4240,ANDROSCOGGIN,2077778100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,39.390897,-99.066067,,
1897,200037,FRANKLIN MEMORIAL HOSPITAL,111 FRANKLIN HEALTH COMMONS,FARMINGTON,ME,4938,FRANKLIN,2077786031,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,44.625252,-70.161345,,
1898,200039,MAINEGENERAL MEDICAL CENTER,35 MEDICAL CENTER PARKWAY,AUGUSTA,ME,4330,KENNEBEC,2078721000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,44.360683,-69.78223,,
1899,200041,INLAND HOSPITAL,200 KENNEDY MEMORIAL DRIVE,WATERVILLE,ME,4901,KENNEBEC,2078613012,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,44.542869,-69.662564,,
1900,200050,MAINE COAST MEMORIAL HOSPITAL,50 UNION STREET,ELLSWORTH,ME,4605,HANCOCK,2076675311,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,5,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,44.546541,-68.415555,,
1901,200052,NORTHERN MAINE MEDICAL CENTER,194 E MAIN STREET,FORT KENT,ME,4743,AROOSTOOK,2078343195,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Not Available,Results are not available for this reporting period,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Below the national average,,47.2504,-68.595279,,
